inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
60268,moroleon foods #2 inc.,moroleon foods #2,1801622,grocery store,risk 1 (high),4257 s rockwell st,chicago,il,60632,2010-01-21,complaint re-inspection,pass,41.81577112,-87.6893859
60269,little caesar pizza #1651,little caesar's pizza,2223,restaurant,risk 2 (medium),3225 w 47th pl,chicago,il,60632,2010-01-21,complaint,fail,41.8066985,-87.70490021
60270,holy family lutheran school,holy family lutheran school,2040649,school,risk 1 (high),3415 w arthington st,chicago,il,60624,2010-01-22,canvass,fail,41.86988498,-87.7113089
60271,mcdonald's,mcdonald's,33706,restaurant,risk 2 (medium),3200 w roosevelt rd,chicago,il,60624,2010-01-22,complaint re-inspection,pass w/ conditions,41.86651389,-87.7057336
60272,burger king #10366,burger king #10366,1473526,restaurant,risk 2 (medium),4060 s pulaski rd,chicago,il,60632,2010-01-22,complaint,pass,41.81884058,-87.72411293
60273,4343 petes fresh market,4343 petes fresh market,1336669,grocery store,risk 1 (high),4343 s pulaski rd,chicago,il,60632,2010-01-25,complaint,pass,41.81391431,-87.72366494
60274,las cazuelas grill inc.,las cazuelas grill,1337761,restaurant,risk 1 (high),4720 s pulaski rd,chicago,il,60632,2010-01-25,canvass,pass,41.80721665,-87.72371316
60275,"tita's sombrero restaurant, inc.","tita's sombrero restaurant, inc.",1845306,restaurant,risk 1 (high),4611 s pulaski rd,chicago,il,60632,2010-01-25,canvass,pass,41.80933273,-87.72349163
60276,nightingale elementary,nightingale elementary,24671,school,risk 1 (high),5250 s rockwell ave,chicago,il,60632,2010-01-26,canvass,pass,41.79774019,-87.68917624
60277,el plan inc,el plan,37815,restaurant,risk 1 (high),2532 w 51st st,chicago,il,60632,2010-01-26,canvass,fail,41.80120185,-87.68796644
60278,la fuente banquet hall,la fuente banquet hall,1841170,restaurant,risk 1 (high),2514 w 51st st,chicago,il,60632,2010-01-26,canvass,fail,41.80121089,-87.68738618
60279,"cloverhill pastry-vend,llc","cloverhill pastry-vend,llc",2004357,wholesale,risk 3 (low),4464 w 44th st,,il,60632,2010-01-27,license,fail,41.81426628,-87.73601341
60280,veterans memorial campus,veterans memorial campus,2040651,school,risk 1 (high),4601 s kildare ave,chicago,il,60632,2010-01-27,canvass,pass,41.80940021,-87.73099367
60281,kmart #3594,kmart/little caesar's,1475509,restaurant,risk 2 (medium),5050 s kedzie ave,chicago,il,60632,2010-01-27,complaint,pass,41.80112411,-87.70392038
60282,"cloverhill pastry-vend,llc","cloverhill pastry-vend,llc",2004357,wholesale,risk 3 (low),4464 w 44th st,,il,60632,2010-01-28,license,fail,41.81426628,-87.73601341
60283,vicom,vicom,2008685,wholesale,risk 3 (low),4308 w 44th st,chicago,il,60632,2010-01-28,license,fail,41.81432843,-87.73171813
60284,rufino tamayo,rufino tamayo,2040653,school,risk 1 (high),5135 s california ave,chicago,il,60632,2010-02-01,canvass,pass,41.79993702,-87.69382513
60285,dunkin donuts,dunkin donuts/baskin robbins,13468,restaurant,risk 2 (medium),3910 s archer ave,chicago,il,60632,2010-02-01,complaint,pass,41.82270063,-87.69043573
60286,raul's bar & grill,raul's bar & grill,1143582,restaurant,risk 1 (high),3214 w 47th st,chicago,il,60632,2010-02-01,canvass,fail,41.80822254,-87.70462535
60287,little caesar pizza #1651,little caesar's pizza,2223,restaurant,risk 2 (medium),3225 w 47th pl,chicago,il,60632,2010-02-01,complaint re-inspection,pass,41.8066985,-87.70490021
60288,el plan inc,el plan,37815,restaurant,risk 1 (high),2532 w 51st st,chicago,il,60632,2010-02-02,canvass re-inspection,pass,41.80120185,-87.68796644
60289,skybox sports bar,skybox sports bar,1959676,liquor,risk 3 (low),3601 w harrison st,chicago,il,60624,2010-02-02,license-task force,fail,41.8734568,-87.71577762
60290,holy family lutheran school,holy family lutheran school,2040649,school,risk 1 (high),3415 w arthington st,chicago,il,60624,2010-02-02,canvass re-inspection,pass,41.86988498,-87.7113089
60291,"cloverhill pastry-vend,llc","cloverhill pastry-vend,llc",2004357,wholesale,risk 3 (low),4464 w 44th st,,il,60632,2010-02-03,license re-inspection,pass,41.81426628,-87.73601341
60292,"cloverhill  pastry-vend,","cloverhill pastry-vend,",1985724,wholesale,risk 3 (low),4464 w 44th st,chicago,il,60632,2010-02-03,out of business,pass,41.81426628,-87.73601341
60293,la fuente banquet hall,la fuente banquet hall,1841170,restaurant,risk 1 (high),2514 w 51st st,chicago,il,60632,2010-02-03,canvass re-inspection,pass w/ conditions,41.80121089,-87.68738618
60294,waldo cooney's pizza,waldo cooney's pizza,8600,restaurant,risk 1 (high),2640 w 51st st,chicago,il,60632,2010-02-03,canvass,pass,41.8011536,-87.69074071
60295,ericson elementary school,ericson elementary school,29051,school,risk 1 (high),3600 w fifth ave,chicago,il,60624,2010-02-04,canvass,pass,41.87576191,-87.71584573
60296,popeyes,popeyes,1543798,restaurant,risk 2 (medium),3457 w roosevelt rd,chicago,il,60624,2010-02-04,complaint,fail,41.86621302,-87.71278165
60297,b & a supersub inc,b & a supersub,1122312,restaurant,risk 2 (medium),3943 w roosevelt rd,chicago,il,60624,2010-02-04,canvass,pass,41.86607379,-87.72437268
60298,chicago steak & lemonade inc.,chicago steak & lemonade inc.,1595358,restaurant,risk 2 (medium),3944 w roosevelt rd,chicago,il,60624,2010-02-04,canvass,fail,41.86629066,-87.72456177
60299,gateway newstands,gateway newstands,2017200,grocery store,risk 3 (low),5106 s pulaski rd,chicago,il,60632,2010-02-05,license,fail,41.80013706,-87.72350873
60300,officer donald marquez,officer donald marquez,2040656,school,risk 1 (high),2916 w 47th st,chicago,il,60632,2010-02-05,canvass,pass,41.80833634,-87.69738923
60301,piezano's ltd,piezano's,18271,restaurant,risk 1 (high),2601 w 47th st,chicago,il,60632,2010-02-05,canvass,pass,41.80824905,-87.68938122
60302,"don beto grill, inc.","don beto grill, inc.",1959977,restaurant,risk 1 (high),2430 w 47th st,chicago,il,60632,2010-02-05,canvass,fail,41.8085319,-87.6855906
60303,dollar general  store # 12061,dollar general store #12061,2009491,grocery store,risk 3 (low),4046 w roosevelt rd,chicago,il,60624,2010-02-08,license,fail,41.86625493,-87.72704914
60304,"adams mini market, inc.","adams mini market, inc.",1742153,grocery store,risk 2 (medium),146 s kildare ave,chicago,il,60624,2010-02-08,complaint,fail,41.87826547,-87.73309089
60305,luigi cafe inc,luigi cafe inc,1620328,restaurant,risk 1 (high),4212 w madison st,chicago,il,60624,2010-02-08,canvass,fail,41.88076974,-87.7311561
60306,westside youth tech entrepreneur,westside youth tech entreprenuer,1981131,school,risk 3 (low),4213 w madison st,chicago,il,60624,2010-02-08,canvass,fail,41.88055026,-87.73114968
60307,vicom,vicom,2008685,wholesale,risk 3 (low),4308 w 44th st,chicago,il,60632,2010-02-09,license re-inspection,pass,41.81432843,-87.73171813
60308,raul's bar & grill,raul's bar & grill,1143582,restaurant,risk 1 (high),3214 w 47th st,chicago,il,60632,2010-02-09,canvass re-inspection,pass,41.80822254,-87.70462535
60309,subway,subway,1840841,restaurant,risk 1 (high),3207 w 47th pl,chicago,il,60632,2010-02-09,canvass,fail,41.80670863,-87.70424678
60310,"usa zabiha halal distributors, llc.","usa zabiha halal distributors, llc.",1893718,wholesale,risk 3 (low),401 n trumbull ave,chicago,il,60624,2010-02-11,complaint,fail,41.88841269,-87.71229514
60311,"three brothers food market, inc","three brothers food market, inc",2016906,grocery store,risk 2 (medium),5360 w division st,chicago,il,60651,2010-02-11,license re-inspection,pass,41.90230475,-87.76065826
60312,"joe's barbque, inc",joe's barbque,18234,restaurant,risk 1 (high),4900 w madison st,chicago,il,60644,2010-02-11,complaint-fire,fail,41.88057115,-87.74795725
60313,"adams mini market, inc.","adams mini market, inc.",1742153,grocery store,risk 2 (medium),146 s kildare ave,chicago,il,60624,2010-02-17,complaint re-inspection,pass,41.87826547,-87.73309089
60314,chicago steak & lemonade inc.,chicago steak & lemonade inc.,1595358,restaurant,risk 2 (medium),3944 w roosevelt rd,chicago,il,60624,2010-02-17,canvass re-inspection,pass,41.86629066,-87.72456177
60315,popeyes,popeyes,1543798,restaurant,risk 2 (medium),3457 w roosevelt rd,chicago,il,60624,2010-02-17,complaint re-inspection,pass,41.86621302,-87.71278165
60316,luigi cafe inc,luigi cafe inc,1620328,restaurant,risk 1 (high),4212 w madison st,chicago,il,60624,2010-02-17,canvass re-inspection,pass,41.88076974,-87.7311561
60317,gateway foundation residential,gateway foundation residential,70744,restaurant,risk 1 (high),3828 w taylor st,chicago,il,60624,2010-02-17,canvass,pass,41.86908618,-87.72140544
60318,westside youth tech entrepreneur,westside youth tech entreprenuer,1981131,school,risk 3 (low),4213 w madison st,chicago,il,60624,2010-02-17,canvass re-inspection,pass,41.88055026,-87.73114968
60319,"g.m.warehouse,inc.","g.m.warehouse,inc.",2004289,wholesale,risk 3 (low),3925 w 43rd st,chicago,il,60632,2010-02-18,license re-inspection,pass,41.81510592,-87.72241743
60320,subway,subway,1840841,restaurant,risk 1 (high),3207 w 47th pl,chicago,il,60632,2010-02-18,canvass re-inspection,pass w/ conditions,41.80670863,-87.70424678
60321,"kids imaginations, inc.","kids imaginations, inc.",1330715,children's services facility,risk 1 (high),5334 s archer ave,chicago,il,60632,2010-02-19,license,fail,41.79904124,-87.74123049
60322,wing wah lau restaurant,wing wah lau restaurant,2020867,restaurant,risk 1 (high),4340 s archer ave,chicago,il,60632,2010-02-19,license,fail,41.81455427,-87.7037213
60323,"don beto grill, inc.","don beto grill, inc.",1959977,restaurant,risk 1 (high),2430 w 47th st,chicago,il,60632,2010-02-19,canvass re-inspection,pass,41.8085319,-87.6855906
60324,super carniceria el pollo,super carniceria el pollo,41768,grocery store,risk 1 (high),2458 w 47th st,chicago,il,60632,2010-02-19,canvass,pass w/ conditions,41.80851351,-87.68655702
60325,academy of global citizenship,academy of global citizenship,1980678,school,risk 1 (high),4647 w 47th st,chicago,il,60632,2010-02-22,canvass,fail,41.80755107,-87.74009675
60326,la cebollita restaurant,la cebollita restaurant,1145606,restaurant,risk 1 (high),4343 w 47th st,chicago,il,60632,2010-02-22,complaint,fail,41.80764585,-87.73272528
60327,mexican restaurant,mariscos luis,1305117,restaurant,risk 1 (high),4225 w 47th st,chicago,il,60632,2010-02-22,complaint,pass,41.80768469,-87.72964243
60328,"usa zabiha halal distributors, llc.","usa zabiha halal distributors, llc.",1893718,wholesale,risk 3 (low),401 n trumbull ave,chicago,il,60624,2010-02-23,complaint re-inspection,pass,41.88841269,-87.71229514
60329,dollar general  store # 12061,dollar general store #12061,2009491,grocery store,risk 3 (low),4046 w roosevelt rd,chicago,il,60624,2010-02-23,license re-inspection,fail,41.86625493,-87.72704914
60330,wiley's chicken & ribs,wiley's chicken & ribs,2009371,restaurant,risk 1 (high),3853 w madison st,chicago,il,60624,2010-02-23,license,fail,41.88065243,-87.72289201
60331,academy of global citizenship,academy of global citizenship,1980678,school,risk 1 (high),4647 w 47th st,chicago,il,60632,2010-02-24,canvass re-inspection,pass,41.80755107,-87.74009675
60332,st. richard school,st. richard school,2040659,school,risk 1 (high),5025 s kenneth ave,chicago,il,60632,2010-02-24,canvass,pass,41.80148217,-87.73427404
60333,bobak sausage company,bobak sausage company,23290,grocery store,risk 1 (high),5275 s archer ave,chicago,il,60632,2010-02-24,canvass,pass w/ conditions,41.79928776,-87.73837902
60334,subway,subway,1742947,restaurant,risk 1 (high),3900 w madison st,chicago,il,60624,2010-02-26,canvass,pass w/ conditions,41.88086516,-87.72337597
60335,the renaissance at midway,the renaissance at midway,1144625,long term care,risk 1 (high),4437 s cicero ave,chicago,il,60632,2010-02-26,canvass,fail,41.8119896,-87.74312825
60336,"kids imaginations, inc.","kids imaginations, inc.",1330715,children's services facility,risk 1 (high),5334 s archer ave,chicago,il,60632,2010-02-26,license re-inspection,pass,41.79904124,-87.74123049
60338,the great american cheese,the great american cheese,1979680,wholesale,risk 2 (medium),4727 s talman ave,chicago,il,60632,2010-03-03,license re-inspection,pass,41.80754038,-87.69036785
60339,dollar general  store # 12061,dollar general store #12061,2009491,grocery store,risk 3 (low),4046 w roosevelt rd,chicago,il,60624,2010-03-04,license re-inspection,pass,41.86625493,-87.72704914
60340,family dollar  #5877,family dollar  #5877,1382862,,risk 3 (low),4042 w roosevelt rd,chicago,il,60624,2010-03-04,canvass,pass,41.86625738,-87.72687882
60341,ymca garfiled family development center,ymca garfiled family development center,1168130,children's services facility,risk 1 (high),7 n homan blvd,chicago,il,60624,2010-03-04,canvass,pass,41.88116608,-87.7108666
60342,the original maxwell street,the original maxwell street,1143094,restaurant,risk 2 (medium),3801 w harrison st,chicago,il,60624,2010-03-04,complaint,pass,41.87340465,-87.72039963
60343,eddy's grille house inc.,eddy's grille house inc.,1903785,restaurant,risk 2 (medium),3825 w roosevelt rd,chicago,il,60624,2010-03-04,complaint,pass,41.86611757,-87.72107503
60344,the renaissance at midway,the renaissance at midway,1144625,long term care,risk 1 (high),4437 s cicero ave,chicago,il,60632,2010-03-05,canvass re-inspection,pass,41.8119896,-87.74312825
60345,la cebollita restaurant,la cebollita restaurant,1145606,restaurant,risk 1 (high),4343 w 47th st,chicago,il,60632,2010-03-05,complaint re-inspection,pass,41.80764585,-87.73272528
60346,wing wah lau restaurant,wing wah lau restaurant,2020867,restaurant,risk 1 (high),4340 s archer ave,chicago,il,60632,2010-03-05,license re-inspection,pass,41.81455427,-87.7037213
60347,wing wah lau,wing wah lau,1042730,,risk 1 (high),4340 s archer ave,chicago,il,60632,2010-03-05,out of business,pass,41.81455427,-87.7037213
60348,birrieria jalisco,birrieria jalisco,1772607,restaurant,risk 1 (high),2462 w 47th st,chicago,il,60632,2010-03-05,canvass,pass,41.80851121,-87.68669535
60349,super carniceria el pollo,super carniceria el pollo,41768,grocery store,risk 1 (high),2458 w 47th st,chicago,il,60632,2010-03-05,tag removal,pass,41.80851351,-87.68655702
60350,providence st. mel school,providence st. mel school,2040661,school,risk 2 (medium),119 s central park ave,chicago,il,60624,2010-03-08,canvass,pass,41.87890206,-87.71568319
60351,subway,subway,1953837,restaurant,risk 1 (high),304 n pulaski rd,chicago,il,60624,2010-03-08,canvass,pass w/ conditions,41.88553355,-87.72595291
60352,reme food inc.,reme food inc.,2021675,grocery store,risk 2 (medium),220 n homan ave,chicago,il,60624,2010-03-08,license,fail,41.88529263,-87.71128591
60353,madison  street burgers,abe's super dog,2021516,restaurant,risk 2 (medium),3407 1/2 w madison st,chicago,il,60624,2010-03-08,license,fail,41.88080462,-87.7113755
60354,carnitas don rafa inc,carnitas don rafa,57160,restaurant,risk 1 (high),4619 s kedzie ave,chicago,il,60632,2010-03-09,canvass,pass w/ conditions,41.8093419,-87.70387672
60355,carnitas don rafa inc,carnitas don rafa,1991086,restaurant,risk 1 (high),4619 s kedzie ave,chicago,il,60632,2010-03-09,task force liquor (1481),pass,41.8093419,-87.70387672
60356,cermak produce,cermak produce,1515206,grocery store,risk 1 (high),5220 s pulaski rd,chicago,il,60632,2010-03-11,complaint,pass,41.79799187,-87.72344374
60357,cocula restaurant,cocula restaurant,75052,restaurant,risk 1 (high),5241 s pulaski rd,chicago,il,60632,2010-03-11,canvass,pass,41.79748341,-87.72313507
60358,chop suey express,chop suey express,33687,restaurant,risk 1 (high),5160 s pulaski rd,chicago,il,60632,2010-03-11,canvass,pass,41.79875026,-87.72346641
60359,madison  street burgers,abe's super dog,2021516,restaurant,risk 2 (medium),3407 1/2 w madison st,chicago,il,60624,2010-03-12,license re-inspection,fail,41.88080462,-87.7113755
60360,saint agatha catholic academy,presentation campus,2040665,school,risk 1 (high),3900 w lexington st,chicago,il,60624,2010-03-12,canvass,pass,41.87176641,-87.72304219
60361,homan square cafe,homan square cafe,81024,restaurant,risk 1 (high),3333 w arthington st,chicago,il,60624,2010-03-12,canvass,pass,41.86990722,-87.70954806
60362,eurest dining services @ safer foundation,eurest dining services @ safer foundation,21596,restaurant,risk 1 (high),3210 w arthington st,chicago,il,60624,2010-03-12,canvass,pass,41.87016706,-87.70628937
60363,4700 pete's fresh market,pete's fresh market,1243125,grocery store,risk 1 (high),4700 s kedzie ave,chicago,il,60632,2010-03-15,complaint,pass,41.80804727,-87.70411882
60364,chinatown buffet,chinatown buffet,1841897,restaurant,risk 1 (high),5030-5050 s kedzie ave,chicago,il,60632,2010-03-15,canvass,fail,41.80167003,-87.70393836
60365,john marshall high school,john marshall high school,47041,school,risk 1 (high),3250 w adams  (200s),chicago,il,60624,2010-03-16,canvass,fail,41.87847194,-87.70801612
60366,"abe's super dog, inc.","abe's super dog, inc.",1841549,,risk 2 (medium),3407 1/2 w madison st,chicago,il,60624,2010-03-16,canvass,pass,41.88080462,-87.7113755
60367,madison  street burgers,abe's super dog,2021516,restaurant,risk 2 (medium),3407 1/2 w madison st,chicago,il,60624,2010-03-16,license re-inspection,pass,41.88080462,-87.7113755
